station_name,station_city,station_geopos,station_capacity,station_id
76th Avenue Northeast,Seattle,47.55614312253545::-122.3856971920908,7,1599
Filbert Street,San Francisco,37.71388835274947::-122.4431765229357,15,1242
Hardrock Road,Dallas,32.67641373670147::-97.05531628284102,7,2620
3840 White Plains Road,New York,40.63115774274299::-73.94601131852563,7,2166
Coco Lake Drive,Miami,26.02948913898758::-80.23885367572352,30,2005
Northwest Hwy & Bryn Mawr SB,Chicago,41.94813487307921::-87.78538900969676,8,367
Traffic Avenue,New York,40.72169924190298::-73.86120563563887,7,2044
East Park Boulevard,Dallas,32.87269490434974::-96.7377807893029,7,3153
6004 30th Avenue Southwest,Seattle,47.63192910931951::-122.1360747710099,7,2829
Southwest 124th Street,Seattle,47.68429540137797::-122.31348513792,15,755
Bay Area Rapid Transit,San Francisco,37.80382332774109::-122.4211552434082,7,830
666 West Diversey Parkway,Chicago,42.08623837979844::-88.01243355283263,7,1909
North Neva Avenue,Chicago,42.00091787748315::-87.69720943096215,36,117
Strathern Street,Los Angeles,34.15325648044413::-118.8637327808092,7,861
6210 North Talman Avenue,Chicago,41.98358822878549::-87.7188294277796,30,344
Courtney Circle,Miami,25.98581674465461::-80.33287882816157,11,1191
Alviso Street,San Francisco,37.73096075503158::-122.4413586304146,5,2606
Center Road,Los Angeles,33.98470304973084::-118.2450447060415,7,954
Franklin Avenue,Los Angeles,33.92146596029143::-118.1090300741033,9,3168
West Marshall Drive,Dallas,32.79388666900829::-97.01417771224308,7,2525
Plymouth Avenue,San Francisco,37.81103271044064::-122.4327020952121,7,2926
Windswept Place,Los Angeles,34.09565380969601::-118.8710320217173,0,1712
South Mountain Road,Los Angeles,34.28308691958041::-118.5978366804636,29,2639
20th Street,San Francisco,37.71823320790256::-122.4625998064923,26,1400
Turnbull Canyon Road,Los Angeles,34.14895975369387::-118.9646107183407,7,694
132-20 81st Street,New York,40.73087171138179::-73.90479801533648,34,2992
525 5th Avenue South,Seattle,47.65824171045848::-122.3751038403677,23,3501
2411 Northeast 75th Street,Seattle,47.41540129848617::-122.2186231341254,28,1637
Freddie Street,Dallas,32.77393647204377::-97.01041594765591,57,955
Sister Cities Boulevard,San Francisco,37.80377703664747::-122.4256537193718,10,2369
Oak Street,San Francisco,37.79902985573103::-122.4507389242725,10,1547
Record Crossing Road,Dallas,32.80927782527552::-97.05743146316175,7,1844
East 43rd Street,Chicago,42.11093864081541::-88.08675587451216,24,1038
Clubhouse Lane,Miami,25.92922845067747::-80.30603500479786,7,1490
10116 Northeast 8th Street,Seattle,47.63336270155467::-122.3844648883229,17,967
East 5th Street,New York,40.67738219033429::-73.83714578691649,7,3014
71-25 58th Road,New York,40.6577227645421::-73.72617724925735,7,3674
Concord Drive,Dallas,32.78978145373856::-96.87216679991759,25,3060
Lorentz Street,New York,40.67789395714887::-73.86905555525873,23,1648
West Woodland Elementary School,Seattle,47.67006340128893::-122.1215265696553,2,1932
North Bowmanville Avenue,Chicago,41.98239155416832::-87.81390692318952,7,3627
Main Street,Chicago,41.84117637100071::-87.76359395742143,7,3405
Forest Park Drive,New York,40.70121183986141::-73.81518471654144,7,1255
Palm Chase Drive,Seattle,26.67989127751524::-80.21472436403354,16,2414
419 Waverly Avenue,New York,40.79858185406581::-73.85804787824533,18,162
South Clyde Avenue,Chicago,41.88204119697414::-87.64864179808055,25,3018
East 39th Street,Seattle,47.4733531943638::-122.2861246386638,26,2138
Ridgeview Drive,Dallas,32.79329970475118::-96.98158859778093,50,1564
5333 Preston Court,New York,40.68938715292395::-73.79771809117149,7,1796
1100 Southwest Massachusetts Street,Seattle,26.75834766507348::-80.26865060703108,47,3107
1620 North Bosworth Avenue,Chicago,41.97853721756::-87.7183712398448,34,1974
Bulldog Motorway,Los Angeles,34.00728752693796::-118.1155876100377,1,1812
5500 North Saint Louis Avenue,Chicago,42.03527375763715::-87.89116738563247,10,2765
Guildford Lane,Los Angeles,34.08641515275662::-118.8807410395456,7,1881
Whitmore Street,Los Angeles,34.34007219976857::-119.0819422585954,26,917
Morgan Drive,Dallas,32.80927782527552::-97.05743146316175,7,53
East Central Road,Chicago,41.96809206460134::-87.72424090655537,21,3130
1620 North Bosworth Avenue,Chicago,42.07176143359187::-87.89679841904088,7,3556
Ocean Bluffs Boulevard,Miami,26.6191457388292::-80.1717628537024,51,3040
West Peterson Avenue,Chicago,42.01864798121057::-87.81153590939033,22,41
Midway Drive,San Francisco,37.73253715056931::-122.4766993030039,18,1823
Northwest 64th Street,Seattle,26.3048599646493::-80.25414438214077,57,825
55 Laguna,San Francisco,37.75381109328088::-122.3943061191063,22,3142
33-16 106th Street,New York,40.72396025559769::-73.89819531427737,12,3610
The Heights Lane,Dallas,32.84091392967107::-96.88401338453755,1,728
Abrams Road,Dallas,33.04240648166409::-96.80726884421618,29,868
Florida Atlantic University at Davie,Miami,26.45934179841303::-80.13653080317648,30,940
2435 South Harding Avenue,Chicago,41.83271652975021::-87.73861304158054,14,459
West Marshall Drive,Dallas,32.67311230285963::-96.72305627501053,7,1644
Arvada Court,Los Angeles,34.22003398559098::-118.819364192386,7,2400
Palm Ave,San Francisco,37.65613857658456::-122.3872988237789,35,769
Jones Avenue Northeast,Seattle,47.32099840382447::-122.2231030448029,7,3191
Northwest 12th Avenue,Miami,26.73137590860814::-80.15732824337641,11,1055
Ashbourne Drive,Los Angeles,34.25179375753198::-119.1604622962688,7,617
Latina Place,Miami,26.05973439308093::-80.14048301394361,9,1878
,Chicago,42.04987887721644::-87.86386402567952,13,1061
Bryan Street,Dallas,32.72874547497228::-96.67565043400049,50,161
Southwest 6th Street,Miami,26.9105654935423::-80.11558755572987,28,1977
Mohegan Avenue,New York,40.92661344094819::-73.74247513426292,29,531
32nd Avenue,San Francisco,37.7937868813902::-122.4657962883377,0,1094
196th Street Southwest,Seattle,47.60438678639557::-122.2162864291539,20,3693
160th Street,New York,40.87908224855496::-73.87582779003149,31,1839
4342 South Evans Avenue,Chicago,41.95454348920202::-87.6387653356866,22,1714
98th Avenue Northeast,Seattle,47.40551390020156::-122.2880415479869,19,2297
Herman Street,San Francisco,37.73124278798731::-122.3928101713727,7,3264
El Verano Way,San Francisco,37.77475331547591::-122.4995843878815,7,1586
Sutro Baths Upper Trail,San Francisco,37.79738791396085::-122.3891057812129,32,1571
San Fernando Mission Boulevard,Los Angeles,33.75764352847734::-118.2085341575652,23,3515
Whitehurst Drive,Dallas,33.11573431915775::-96.77803290907842,7,2854
Los Angeles Avenue,Los Angeles,33.9271317044787::-118.2259440521482,15,3224
Winona Street,Chicago,41.8831444167732::-87.65091822742616,7,3255
25th Avenue Northeast,Seattle,47.31491677126828::-122.2296977108882,15,2730
West Bluff,San Francisco,37.65167286212782::-122.4142191781924,24,2586
Viewpoint Trail,Seattle,47.29452703375627::-122.2338713991428,18,1141
16th Avenue Northeast,Miami,26.88111504920831::-80.06356593029335,46,2406
Karlov Avenue,Chicago,41.9335786518357::-87.66033605581157,38,2389
Vincennes Street,Los Angeles,34.09012899009248::-118.1469588118286,32,885
Jules Avenue,San Francisco,37.66069670348926::-122.4639220865292,45,314
West Stonebrook Circle,Miami,26.06509647422071::-80.12460539155295,7,1781
BNSF Corwith Intermodel Facility,Chicago,41.942787278606::-87.78680455044493,14,661
Southwest 68th Avenue,Miami,26.10676041664551::-80.1577387846993,7,2292
East Industrial Avenue,Dallas,33.00161534509046::-96.82609512614007,7,1983
Southeast 69th Place,Seattle,47.328232358798::-122.2131859700567,32,1641
Middle Drive West,San Francisco,37.71287411856417::-122.4564609313542,36,2267
Highbrook Court,Dallas,32.91292113462339::-96.85375844367536,17,2999
Sepulveda Boulevard,Los Angeles,33.9271317044787::-118.2259440521482,14,2355
Northwest 23rd Street,Seattle,47.47922261593179::-122.1926847722747,21,3550
99th Street,New York,40.76211555656784::-73.80622891763902,36,1579
3635 Thorndyke Avenue West,Seattle,47.74545175485496::-122.3361858604477,21,336
Southwest 5th Court,Miami,25.58444579509794::-80.3875576691057,17,3744
South 208th Street,Seattle,47.63979820918966::-122.143451504568,7,3575
Sloat Boulevard,San Francisco,37.74074690521024::-122.4040154660233,7,2975
West 118th Street,Los Angeles,33.93637144260043::-118.1517622942422,26,2128
Mission Street,San Francisco,37.71515511572001::-122.4555075940151,40,3662
Northeast 46th Street,Seattle,47.81091804918095::-122.3638613610523,7,1218
128th Avenue Northeast,Seattle,26.64964855477182::-80.20128248541855,29,890
90 Kedzie Street,Chicago,41.83010475218405::-87.68588425867044,18,3664
497 Willoughby Avenue,New York,40.59295597256372::-73.95655379317866,59,3114
134-29 166th Place,New York,40.72352734539896::-73.74499125346658,30,1441
North Elaine Place,Chicago,41.85562449612543::-87.68628065393101,34,2686
Carpenter Avenue,Dallas,33.0479971804786::-96.74652355310482,28,3308
Pinehurst Drive,Chicago,41.95325390366435::-87.68854642906265,11,114
Mallorca Way,San Francisco,37.79614698206771::-122.4700066773002,24,831
3656 North Albany Avenue,Chicago,41.88424575040487::-87.6855934248717,28,3032
99 Harding Road,San Francisco,37.66173962421227::-122.3930145477891,7,3690
181 East 93rd Street,New York,40.63284502364589::-73.92049911711921,30,613
Pacific Coast Highway,Los Angeles,33.74805280404724::-118.1642383290524,26,2207
Gideon Avenue,New York,40.71459251329161::-73.74267948440308,27,2069
Visitacion Valley Community Center,San Francisco,37.8105277268959::-122.4345635609895,5,566
Greenleaf Avenue,Chicago,41.92844287494559::-87.66968646256997,35,3347
,Seattle,26.54729012078254::-80.17715444701429,29,3081
114th Street,New York,40.74756351570787::-73.81804936344548,25,1779
North Sangamon Street,Chicago,41.87279695355377::-87.64699832706761,0,3354
241-14 140th Avenue,New York,40.68162763122105::-73.92046710427269,7,2190
Northwest 41st Court,Miami,26.66545268222952::-80.13567774056104,21,160
8th Avenue South,Seattle,47.47375333526742::-122.279501303261,21,2452
Burke Street,Los Angeles,34.28391080273005::-119.0026001490594,5,1936
55th Avenue West,Seattle,47.66621332467533::-122.1354415866768,6,2013
Weichsel Park,Dallas,32.75058376790491::-96.81637131287827,33,1098
189-18 Suffolk Drive,New York,40.60682933455664::-73.91918903737439,23,21
North Bell Avenue,Chicago,41.91134701626734::-87.75912736768059,25,804
17th Street,San Francisco,37.80261046357575::-122.46392606155,29,1445
Essex Lane,Miami,26.12838629741265::-80.20469207451742,7,1424
27th Avenue,San Francisco,37.77516255849834::-122.4987828679384,7,268
Linfield Road,Dallas,32.76575781881454::-96.68978568981572,26,2259
12020 22nd Avenue Northeast,Seattle,47.28923793579876::-122.2630913591035,2,3538
East Los Angeles Avenue,Los Angeles,34.2621310125641::-119.0471501900508,36,297
,San Francisco,37.78068242728902::-122.4879639254888,0,1949
Deer Leg Trail,Los Angeles,34.29358072473754::-118.9274411059055,7,2986
Hatteras Street,Los Angeles,34.16183815091326::-118.5979424872101,7,2679
Sugar Sand Park Childrens Science Explorium,Miami,26.44512038909052::-80.11016470364055,7,624
South Lumber Street,Chicago,41.88781192038201::-87.66304239894961,7,726
Woodland Park Off-Leash Dog Park,Seattle,47.65973254774612::-122.382020174373,7,1580
Home Depot,Dallas,32.72602517001822::-96.72680990163539,27,2685
Wheat Street,San Francisco,37.75938647732499::-122.4017627972205,7,3380
145th Road,New York,40.72267767998508::-73.80996975036763,27,2772
169-94 21st Road,New York,40.73900318325471::-73.9183391562034,20,1583
North Oak Street,Dallas,33.0193962192815::-96.66210009087548,29,921
Byrd Street,Los Angeles,34.26154309338001::-118.7620766390231,47,2113
South Hoyne Avenue,Chicago,42.03205276458723::-87.81932963138978,33,2010
Park Lane,Dallas,32.77366189320551::-96.67348820573599,38,1349
925 Kearny Street,San Francisco,37.79786776834563::-122.4736938876388,7,1700
Kendrick Street,Miami,26.7049266733565::-80.23338068901489,26,1046
Anza Street,San Francisco,37.66716059124445::-122.4279299519656,24,3305
West Warren Boulevard,Chicago,42.00680185755439::-87.72939592525771,31,2504
West Alameda Avenue,Denver,39.78002535776925::-104.7331011379347,30,172
South Central Avenue,Chicago,42.09041978313482::-87.99096667285968,24,3212
474 Autumn Avenue,New York,40.61162084014484::-73.95001450214068,7,3443
Cypress Creek Road,Miami,26.87100400100109::-80.0699712077722,21,1104
West 81st Street,Miami,25.6031558541651::-80.36524583099585,9,2541
Park Lane,Dallas,32.70464437717139::-97.02850872373128,7,2055
Vienna Street,San Francisco,37.7928127755911::-122.437165177115,8,2080
Lyndon B Johnson Freeway,Dallas,32.78443983207206::-96.93785751416522,7,631
544 North Harding Avenue,Chicago,42.034621053552::-87.89984354331536,17,2193
Reade St & Broadway,New York,,41,2
Meadowlark Drive,Dallas,33.17655836481438::-96.86397951726754,51,1382
Kissling Street,San Francisco,37.77304388485989::-122.4180503274163,27,2141
32-33 79th Street,New York,40.63370384180324::-73.93989738414906,27,119
Sutter Street,San Francisco,37.74765868086562::-122.4307026791504,7,959
West Sunset Playground,San Francisco,37.72478307933551::-122.4612172567163,7,1380
Horatio N. May Chapel,Chicago,41.83801284693229::-87.7420875842367,31,2227
3832 North Odell Avenue,Chicago,41.88581235978409::-87.63400421322464,12,1959
South Clark Street,Chicago,42.09812550983748::-88.02971635302853,5,2760
West Approach Bridge North (WABN),Seattle,47.4966241349194::-122.2243063262634,7,3311
El Dorado Avenue,Los Angeles,34.24910353726299::-119.1474969115308,29,1466
Paulding Street,San Francisco,37.74265136187849::-122.5192693752373,21,2633
Standish Drive,Dallas,32.74324273843738::-96.63921671675837,7,2087
Victor's,San Francisco,37.61682312222349::-122.394095553841,13,3210
Modern Art,Los Angeles,34.07530591560133::-118.2605370665837,17,1562
103rd Avenue,New York,40.68412094050892::-73.76558056729964,47,998
Pico Vista Road,Los Angeles,34.09189146134726::-118.7594831829409,7,1999
37-05 68th Street,New York,40.6161282725529::-73.99018459716292,7,1926
55-03 137th Street,New York,40.71866804284162::-73.93357000972389,7,932
Miami Central High School,Seattle,26.61817516107521::-80.21637412895963,7,2661
132nd Avenue Southeast,Seattle,26.1341056988775::-80.15152289432262,7,339
Windmill Canyon Road,Los Angeles,34.28005563590685::-119.03825387106,7,338
8th Street Northeast,Seattle,47.51253140404135::-122.3286227775107,7,1276
Northwest 57th Terrace,Miami,26.69782430084462::-80.10260591664876,7,3157
Pine Street,Seattle,47.35912591917263::-122.2224528385017,7,1531
54th Avenue West,Seattle,47.6232202989305::-122.147725388905,7,1989
Brown Trail,Dallas,33.19528574922143::-96.82182279615724,44,1541
Robin Willow Drive,Dallas,33.02844548286541::-96.66663916703368,7,52
Amberly Lane,Miami,26.27882592857884::-80.14801147275175,7,3015
10491 East Touhy Avenue,Chicago,41.89063430256905::-87.72374404890324,40,656
East Calhoun Street,Seattle,47.60585157235604::-122.2230151202813,7,3753
Park Ridge Boulevard,Miami,25.75540758988467::-80.37327962483405,40,2376
159th Street,New York,40.86793490752443::-73.83637238615458,7,771
Express Lanes,Chicago,42.11093864081541::-88.08675587451216,7,1877
Crisp Road,San Francisco,37.71953788253019::-122.4461385007024,34,1452
2018 South Leavitt Street,Chicago,42.00140033925906::-87.90598332577112,33,405
216-11 135th Avenue,New York,40.67177886294647::-73.80060826024422,12,2350
Greenway Drive,Dallas,32.85397365569764::-96.86081267417443,25,2215
Main Street,Los Angeles,,23,8
Cochran Oaks Lane,Dallas,32.67222977850374::-96.84970722941787,7,3098
South Spruce Avenue,San Francisco,37.7788672735593::-122.4836276034331,7,653
Rolph Street,San Francisco,37.78156588737136::-122.4932387720168,31,3030
King Theodore Drive,Miami,26.01116454651631::-80.3430316609544,22,2767
Fall Meadow Lane,Dallas,32.93784581935039::-96.76418188476174,42,1666
134-29 166th Place,New York,40.64897756704546::-73.984381984623,7,2004
94th Place South,Seattle,47.63451916434995::-122.1450572054194,4,833
Southwest 22nd Terrace,Seattle,47.54825730895963::-122.3294258134548,7,3340
Petracca Place,New York,40.82144870786774::-73.87044709227041,7,2480
Little Neck Bay,New York,40.76872345721323::-73.90667650449495,24,1614
Patriot Dr,Los Angeles,34.13180546668097::-118.6686790041534,52,2980
Fox Canyon Road,Los Angeles,33.97380649389289::-118.0651794708051,21,1910
James Lick Freeway,San Francisco,37.69563700684095::-122.4786570837848,34,2608
Ozark Avenue,Chicago,41.88797842185992::-87.64345396652278,9,282
City Center,Denver,,18,13
No 2 Canyon Fire Road,Los Angeles,34.34007219976857::-119.0819422585954,7,3707
Lake Merced Bike Path,San Francisco,37.77483910746592::-122.3962170013204,20,2953
Turk Boulevard,San Francisco,37.79518151429912::-122.4493086352222,35,2137
Alkire Street,Denver,39.74227261570635::-104.8036495926763,59,211
Northwest 53rd Street,Miami,25.71986507336549::-80.32766402668292,3,1306
Fulton Street,San Francisco,37.78850134972231::-122.4455462450273,63,409
621 Montgomery Street,New York,40.71468085035158::-73.89147885787072,7,1437
